-1
Pais,Edad,Nombre,Id
Czech Republic,756,Chet Gorczany,1525
U.S. Miscellaneous Pacific Islands,303,Cara Hane,1526
Benin,726,Jerrod Bins,1527
Greenland,715,Miss Heloise Labadie,1528
Syria,991,Ottilie Gorczany,1529
Canton and Enderbury Islands,178,Ms. Joel Weber,1530
Saint Barthélemy,139,Ms. Mitchel Pollich,1531
Belarus,482,Obie Huels,1532
Netherlands Antilles,180,Damion Roberts,1533
Latvia,670,Jayden Bayer IV,1534
Seychelles,524,Mr. Olaf Fritsch,1535
Swaziland,530,Elmer Schowalter,1536
French Southern and Antarctic Territories,785,Rebekah Franecki,1537
Slovenia,409,Mr. Juanita Gottlieb,1538
French Guiana,485,Alvera Shanahan,1539
Fiji,762,Miss Milan Pollich,1540
Switzerland,608,Fermin Beatty,1541
Turkey,331,Sheila Koelpin,1542
China,17,Allen Dach,1543
Mozambique,99,Miss Godfrey Ritchie,1544
Belarus,513,Roslyn Altenwerth,1545
Latvia,563,Letitia Schultz,1546
Montserrat,934,Adrian Lind,1547
South Korea,855,Ena Corwin,1548
Svalbard and Jan Mayen,493,Dorris O'Hara,1549
Lesotho,286,Dominic Conn,1550
Mozambique,924,Annabell Welch,1551
Ethiopia,945,Dr. Junius Durgan,1552
Netherlands,137,Omer Brown MD,1553
Mali,372,Nia Lowe,1554
Papua New Guinea,571,Damian Stark,1555
Ecuador,884,Abagail Waelchi,1556
Suriname,34,Leonard Casper,1557
Philippines,374,Alanis Pfannerstill,1558
Pakistan,432,Fern Armstrong,1559
Cuba,172,Darron Schmitt,1560
Guam,881,Mrs. Kane White,1561
Chile,460,Dr. Ian Konopelski,1562
Slovakia,115,Mrs. Beatrice Reynolds,1563
Côte d’Ivoire,689,Madelynn Moore,1564
Pakistan,12,Sabina Ernser,1565
Japan,944,Keyon Sipes,1566
Tokelau,450,Lyda Bradtke,1567
Canada,73,Florian Rutherford PhD,1568
Bangladesh,896,Kadin Nicolas,1569
Lesotho,238,Zechariah Terry,1570
Kyrgyzstan,460,Arvid Ledner,1571
Lesotho,960,Allan Block,1572
Benin,137,Caesar Ondricka,1573
Nigeria,213,Clark Oberbrunner,1574
Singapore,194,Sandra Kuhlman,1575
Sri Lanka,508,Roberto Ferry,1576
Iraq,455,Marques Wolff,1577
Croatia,76,Abigayle Homenick,1578
Liberia,176,Brigitte Grant IV,1579
France,342,Maxie Botsford,1580
Netherlands Antilles,699,Mrs. Lexi Bruen,1581
Maldives,213,Mrs. Johnnie Adams,1582
Gabon,884,Claud Feeney PhD,1583
United Arab Emirates,754,Cindy Feest PhD,1584
Paraguay,799,Miss Linda Wilderman,1585
Algeria,593,Caitlyn Dibbert,1586
Turkmenistan,412,Nyah Stroman,1587
Colombia,860,Fredrick McClure,1588
Djibouti,245,Ms. Caterina Gulgowski,1589
Qatar,294,Hulda Moen,1590
Madagascar,126,Lester Kunze,1591
Nauru,277,Burnice Mayer,1592
Saint Pierre and Miquelon,449,Dr. Gus Homenick,1593
Saint Martin,895,Mr. Dawn Hayes,1594
Fiji,314,Damon Ernser,1595
Guinea-Bissau,296,Emelie Bauch,1596
Bermuda,117,Jameson Torp,1597
South Georgia and the South Sandwich Islands,672,Angelica Runolfsdottir,1598
Gibraltar,219,Geovanny Brekke,1599
Timor-Leste,628,Rosalyn Lehner Jr.,1600
Liechtenstein,884,Bud Haley IV,1601
Angola,171,Justice Lindgren,1602
South Georgia and the South Sandwich Islands,198,Gretchen Buckridge,1603
Sri Lanka,209,Trudie Muller,1604
Mali,682,Mikayla Schamberger III,1605
South Africa,495,Estefania Little,1606
Pakistan,956,Audie Funk,1607
Mozambique,978,Shanny Von MD,1608
Greece,119,Ernest Purdy,1609
Iran,586,Anabel Grant,1610
Pitcairn Islands,328,Hans Goodwin,1611
Northern Mariana Islands,495,Raphaelle Satterfield,1612
Saint Barthélemy,606,Ellsworth Ullrich,1613
Azerbaijan,537,Concepcion Wolff,1614
Samoa,826,Uriel Bins MD,1615
Hong Kong SAR China,537,Jamey Shields,1616
Hong Kong SAR China,34,Ada Schmidt,1617
Congo - Kinshasa,502,Alberta Mayert DVM,1618
Kenya,44,Ms. Sidney Stroman,1619
Belize,539,Maverick Heller,1620
Saint Vincent and the Grenadines,516,Lisa Keeling,1621
Guernsey,353,Randi Larkin,1622
Nigeria,698,Darian Gaylord,1623
Christmas Island,86,Ceasar Steuber,1624
Martinique,362,Dorian Casper,1625
Dominica,168,Heather Watsica,1626
Oman,734,Jovani Weber,1627
Kyrgyzstan,177,Delfina Stroman,1628
Dominican Republic,141,Hayden Mraz,1629
Timor-Leste,665,Lilyan Haag Jr.,1630
Croatia,213,Sheila Jacobson V,1631
Mozambique,188,Christina Gibson,1632
Congo - Kinshasa,786,Jarrell Guªann,1633
Saint Helena,696,Elda Balistreri,1634
Lithuania,655,Colleen Becker,1635
Norway,141,Elouise Johns,1636
Tokelau,697,Raleigh Steuber II,1637
French Guiana,820,Raven Torp,1638
Tuvalu,700,Elyssa Langosh,1639
Saint Helena,115,Stephan Turcotte,1640
American Samoa,656,Destiny Hermiston,1641
Oman,418,Maybelle Kshlerin,1642
Guatemala,658,Delpha Kassulke,1643
Saint Vincent and the Grenadines,656,Berry Klein,1644
Mongolia,630,Cicero Jewess Sr.,1645
Laos,628,Elisa Bogisich MD,1646
Latvia,300,Elaina Roberts,1647
Bermuda,304,Eldred Beer,1648
Afghanistan,0,Jamaal Will,1649
Guadeloupe,202,Darrin Hessel,1650
Guam,483,Cedrick Murray,1651
Antarctica,959,Archibald Denesik,1652
Poland,777,Randi Stokes,1653
Denmark,271,Alia Kuphal,1654
Swaziland,168,Emilio Olson,1655
Ukraine,421,Murphy Runolfsdottir,1656
British Antarctic Territory,926,Ms. Natasha Ritchie,1657
Neutral Zone,724,Mozelle Nienow,1658
Bhutan,515,Ena Adams,1659
Isle of Man,977,Kip Langworth,1660
Uganda,227,Mrs. Carli Rutherford,1661
Turkey,297,Maryse VonRueden V,1662
Jersey,445,Quinton Trantow,1663
Myanmar [Burma],922,Maxwell Hintz,1664
Albania,623,Ocie Yundt,1665
Heard Island and McDonald Islands,435,Alicia Oberbrunner,1666
U.S. Virgin Islands,418,Joelle Senger,1667
Uganda,71,Ari Stamm IV,1668
North Korea,784,Charity O'Kon,1669
Cameroon,82,Juliet Stanton Jr.,1670
Zimbabwe,795,Darrel Funk,1671
Argentina,49,Hal Keebler DVM,1672
Pacific Islands Trust Territory,645,Dillan Bailey,1673
Cocos [Keeling] Islands,594,Eliane Jones,1674
Guatemala,677,Braeden Runte II,1675
Pacific Islands Trust Territory,148,Eda Dibbert,1676
Jamaica,953,Jarret Bechtelar,1677
Syria,629,Dorothy Greenholt PhD,1678
Tokelau,362,Mr. Grayson Sporer,1679
French Polynesia,558,Marcelo Schiller,1680
Aruba,502,Terence Schinner,1681
Andorra,426,Dr. Ezekiel Jerde,1682
United States,58,Wilford O'Connell,1683
Indonesia,874,Marcelina Durgan,1684
Guadeloupe,718,Haley Jones,1685
Myanmar [Burma],536,Lilyan Feeney MD,1686
Réunion,173,Mrs. Kenneth Emard,1687
Mayotte,632,Wilfrid Kutch,1688
Namibia,461,Royal Altenwerth,1689
Germany,75,Reyna Olson V,1690
French Guiana,983,Emily Fadel,1691
Rwanda,970,Nash Heller,1692
Kiribati,943,Ms. Barbara Gerhold,1693
Mayotte,843,Amanda Nikolaus,1694
U.S. Minor Outlying Islands,646,Rachael Wuckert,1695
North Vietnam,246,Viviane Wilkinson IV,1696
Netherlands,828,Connie Homenick,1697
Iceland,922,Chandler Grimes,1698
United Kingdom,25,Brandt Becker,1699
Sweden,56,Demarcus Pacocha,1700
Guinea,693,Benedict Oberbrunner,1701
Zimbabwe,706,Amie Littel,1702
Jamaica,800,Devon Barrows,1703
Jersey,367,Dan Kris,1704
South Korea,474,Clifford Green,1705
Uganda,381,Laurine Balistreri,1706
Iraq,83,Craig Bernier,1707
Czech Republic,463,Mr. Isaiah Langworth,1708
Switzerland,735,Davin Kutch,1709
Jersey,163,Marion Flatley DVM,1710
Mauritania,229,Chris Paucek II,1711
Panama Canal Zone,544,Mrs. Margarita Schmitt,1712
Norfolk Island,298,Lina Kub,1713
Bahrain,524,Mrs. Rylan Schuppe,1714
Benin,415,Oswald Corkery,1715
Argentina,270,Kory Dooley,1716
Ghana,869,Manuela Carter,1717
Sierra Leone,193,Audreanne Hegmann,1718
Bolivia,543,Billy Koss,1719
Cocos [Keeling] Islands,727,Carmelo White II,1720
Brazil,855,Sydnee Kuhn,1721
Sri Lanka,556,Orval Tremblay,1722
Kyrgyzstan,248,Mrs. Torrance Bartell,1723
Netherlands Antilles,813,Miss Nicolette Okuneva,1724
Thailand,16,Delaney Nicolas,1725
Dominica,14,Lavina West,1726
Andorra,257,Ronaldo Renner,1727
Northern Mariana Islands,986,Nakia Weissnat,1728
Qatar,746,Hans Johnson PhD,1729
Croatia,209,Kaci Yost,1730
Monaco,896,Percy Mayert,1731
British Antarctic Territory,585,Percival Kiehn,1732
Georgia,606,Mr. Russ Roob,1733
Neutral Zone,65,Berry Langworth,1734
Guam,646,Asha Pouros III,1735
Chile,866,Elinore Towne,1736
Laos,909,Bette Hickle,1737
Wake Island,943,Frieda Jacobs,1738
Iran,607,Victoria Paucek,1739
Monaco,109,Abdiel Howe,1740
United Arab Emirates,197,Daren Cummerata,1741
Morocco,428,Jayne Witting IV,1742
Gambia,996,Liam Feeney Sr.,1743
Romania,358,Manuela Kemmer,1744
San Marino,600,Danyka Feeney,1745
Saint Pierre and Miquelon,969,Ms. Marcella Bayer,1746
Fiji,872,Aida Bernier,1747
Qatar,797,Angeline Dietrich,1748
Norfolk Island,514,Vicente Goldner,1749
Luxembourg,404,Otis Conroy,1750
Belize,915,Brook Schowalter,1751
Gambia,645,Deron Erdman,1752
Kenya,366,Tiana Weber,1753
New Zealand,431,Merle Keeling,1754
Barbados,453,Agustina Halvorson,1755
Svalbard and Jan Mayen,599,Clementina Price,1756
Portugal,136,Roosevelt Friesen Sr.,1757
Indonesia,654,Kaelyn Rice,1758
Kazakhstan,642,Heidi Dibbert,1759
Marshall Islands,937,Leonel Veum,1760
Midway Islands,985,Malachi Harvey,1761
Saint Barthélemy,102,Heidi Funk,1762
North Vietnam,86,Winston Towne,1763
South Georgia and the South Sandwich Islands,548,Aurelio Swaniawski,1764
Eritrea,774,Rosario Macejkovic V,1765
New Caledonia,543,Sigrid O'Kon,1766
Guyana,59,River McLaughlin,1767
Mozambique,347,Zion Glover,1768
Sweden,812,Oliver Funk,1769
South Africa,386,Viola Carter,1770
Bahamas,309,Roman Torphy,1771
Norway,386,Kaylie Kuhic,1772
Russia,66,Jerad Jast,1773
Sweden,605,Helmer Lakin,1774
Central African Republic,357,Jasmin Waelchi,1775
Sri Lanka,921,Rhoda Little III,1776
Montenegro,626,Petra Beier,1777
Namibia,599,Andre Heathcote,1778
Libya,942,Adrain Brakus,1779
Costa Rica,701,Briana Deckow,1780
Maldives,375,Karlie Bruen Sr.,1781
Madagascar,789,Hermann Kirlin,1782
Falkland Islands,671,Miss Cale Kutch,1783
Sri Lanka,662,Berta Little,1784
Cyprus,71,Nelson Boyle,1785
Georgia,653,Ms. Jessy Kassulke,1786
Antarctica,113,Miss Jordane O'Conner,1787
Metropolitan France,500,Trycia Denesik,1788
Congo - Kinshasa,661,Mr. Elias Roob,1789
Italy,617,Letha Bahringer,1790
Anguilla,440,Cletus Mante,1791
Iraq,47,Roberto Murray,1792
Jersey,183,Dr. Caesar Schaefer,1793
Austria,834,Isaac Emard,1794
Austria,137,Conrad Yost III,1795
Saint Kitts and Nevis,209,Xander Reynolds DVM,1796
Morocco,466,Amie Eichmann,1797
Cyprus,545,Leann Wyman,1798
Dominica,568,Aditya Moore,1799
Slovakia,545,Miss Patricia Walsh,1800
Algeria,257,Madyson Hackett,1801
Algeria,412,Julio Spencer,1802
Kenya,526,Alexandrea Krajcik,1803
Dominica,50,Ruthe Nolan IV,1804
Algeria,625,Davon Rodriguez,1805
Saint Kitts and Nevis,655,Skye Legros II,1806
Swaziland,392,Ewald Schultz,1807
Montserrat,408,Cory Stehr,1808
Somalia,605,Alisa Parker,1809
Central African Republic,295,Johan Waters,1810
Bahrain,178,Lavonne Hodkiewicz DDS,1811
Ethiopia,186,Leanne Keeling,1812
Tonga,895,Devyn Padberg,1813
Belgium,530,Dr. Amparo Ward,1814
Slovenia,798,Jodie Kassulke,1815
Belgium,184,Nikita Rutherford V,1816
Pitcairn Islands,66,Violet Harvey IV,1817
Dronning Maud Land,890,Eleazar Pacocha,1818
Yemen,454,Odessa Reilly,1819
Neutral Zone,935,Elmer Runolfsdottir,1820
Lesotho,424,Jacquelyn Klein,1821
Midway Islands,912,Americo Cassin,1822
French Southern and Antarctic Territories,443,Jakayla Haley,1823
Vatican City,652,Edwin Johnson,1824
Guinea-Bissau,86,Hosea Langosh,1825
Guyana,621,Maximilian Bashirian,1826
Tanzania,719,Bennie Boyer,1827
Togo,763,Mrs. Melyna Huel,1828
Haiti,1,Jaydon McGlynn,1829
Nepal,505,Mr. Ariane Skiles,1830
France,796,Immanuel Koch,1831
Egypt,881,Torrance Blanda Jr.,1832
Comoros,719,Sadie Bartoletti,1833
Chile,534,Aylin Bailey,1834
Guatemala,688,Thad Tillman,1835
Canton and Enderbury Islands,286,Miss Mabelle Bayer,1836
El Salvador,980,Caleigh Cole,1837
Thailand,157,Ericka Rice,1838
Estonia,252,Brown Olson,1839
United States,101,Berta Skiles III,1840
Netherlands,533,Johathan Harris,1841
Andorra,345,Jean Rath I,1842
Jamaica,812,Nathan Schultz,1843
Egypt,163,Jamaal Frami,1844
Northern Mariana Islands,529,Gail Klein,1845
Dronning Maud Land,617,Willy Orn,1846
Ghana,917,Citlalli Donnelly,1847
Mauritania,771,Makenna Bashirian,1848
Saint Kitts and Nevis,162,Conor Schinner,1849
Ethiopia,268,Jackson Kub DDS,1850
Niue,63,Sandra Boehm,1851
Panama Canal Zone,158,Darron Collier,1852
Belarus,534,Mrs. Dortha Runolfsdottir,1853
Turks and Caicos Islands,575,Garry Ortiz DDS,1854
Bouvet Island,127,Una Dickens,1855
Seychelles,342,Casimer VonRueden,1856
Mauritius,1,Dr. Justine Mohr,1857
South Korea,940,Mr. Hosea Frami,1858
Togo,763,Marquis Block,1859
Lithuania,487,Gregory Christiansen,1860
Macau SAR China,101,Jayden Daniel IV,1861
Luxembourg,748,Vinnie Gislason,1862
Liberia,670,Dock Ullrich,1863
Somalia,23,Kayli Kuphal,1864
Congo - Brazzaville,471,Ellen Ferry,1865
Morocco,36,Dr. Abbey Bashirian,1866
Czech Republic,751,Brittany Durgan,1867
Burundi,847,Donnie Johnson,1868
Bahamas,223,Dangelo Steuber,1869
Madagascar,920,Mrs. Lafayette Bergstrom,1870
Spain,764,Lacey Stehr DDS,1871
Zimbabwe,101,Emile Reichert,1872
Yemen,123,Enrico Towne,1873
Kiribati,446,Trace Bernhard,1874
People's Democratic Republic of Yemen,89,Mr. Rey Paucek,1875
Congo - Kinshasa,834,Marcel Von,1876
Qatar,283,Destin Reichel Jr.,1877
Lebanon,241,Sabrina Haag,1878
American Samoa,998,Jasen Zemlak,1879
Poland,537,Pasquale Farrell I,1880
Samoa,571,Shanny Huels I,1881
Central African Republic,486,Mr. Emelie Crona,1882
U.S. Miscellaneous Pacific Islands,976,Dane Emmerich,1883
Namibia,544,Myrna Veum,1884
Bahamas,175,Electa Schamberger,1885
Cook Islands,992,Daphney Douglas,1886
People's Democratic Republic of Yemen,546,Ford Terry,1887
Saint Helena,915,Ruth Zieme,1888
Svalbard and Jan Mayen,394,Garnett Daugherty I,1889
Chad,25,Mrs. Zola Thiel,1890
French Southern and Antarctic Territories,761,Lue Shields,1891
El Salvador,474,Mr. Ludie Gibson,1892
Portugal,992,Jaylen Ferry,1893
U.S. Miscellaneous Pacific Islands,142,Nakia Lesch,1894
Iran,210,Tianna Veum,1895
Estonia,644,Claudie McCullough Jr.,1896
Saint Lucia,983,Diana Balistreri,1897
Indonesia,876,Preston VonRueden,1898
Dominican Republic,516,Kyle Russel,1899
Cocos [Keeling] Islands,315,Ms. Ignacio Boehm,1900
San Marino,401,Clemmie Mann,1901
Martinique,568,Jaime Doyle,1902
French Southern and Antarctic Territories,282,Mariela Harvey,1903
Russia,600,David West,1904
Iceland,452,Christophe Schamberger,1905
Sweden,220,Miss Brady Renner,1906
Gambia,261,Teresa Skiles,1907
Vatican City,338,Reagan Howe,1908
Saint Vincent and the Grenadines,945,Jermey Bogisich,1909
Solomon Islands,740,Hillary Mueller,1910
Singapore,494,Titus Turner,1911
Zimbabwe,973,Paolo Vandervort,1912
Venezuela,141,Bernard Baumbach Jr.,1913
Guadeloupe,230,Bennie Nikolaus,1914
Portugal,565,Mr. Anahi Dooley,1915
Latvia,927,Alisha Marquardt,1916
Russia,34,Miss Audra Haley,1917
Guinea,546,Alfredo Hills,1918
Sierra Leone,886,Peyton Hansen,1919
Dominican Republic,744,Dortha Hermiston,1920
U.S. Minor Outlying Islands,786,Isaac Balistreri,1921
Brunei,255,Miss Patsy O'Reilly,1922
Faroe Islands,746,Ms. Andrew Kuvalis,1923
Germany,141,Tavares Hansen II,1924
Jordan,491,Keagan Nader,1925
French Polynesia,931,Miss Renee Dibbert,1926
Dominica,770,Zachary Shields,1927
Pakistan,113,Hubert Hoeger,1928
Bhutan,762,Carley Cormier,1929
Monaco,764,Nils Kunde,1930
Cambodia,280,Sean Weissnat,1931
British Indian Ocean Territory,542,Dr. Jasmin Jacobi,1932
Belgium,976,Miss Kaylee Homenick,1933
Sri Lanka,940,Beau Schoen,1934
Georgia,197,Graham Champlin,1935
Slovenia,45,Vernice Kling,1936
Saint Martin,236,Mr. Iva Stracke,1937
Niue,533,Broderick Streich,1938
Martinique,574,Rodrick Bode,1939
Russia,291,Mr. Kamryn Wiegand,1940
Saint Lucia,992,Francisca Harris,1941
Nauru,774,Clay Dickens,1942
Monaco,751,Ryann Johns,1943
Vietnam,208,Donnie Wyman,1944
Andorra,873,Eugene Schamberger,1945
Kyrgyzstan,593,Ignacio Torp,1946
Macau SAR China,776,Krystal Sawayn,1947
Germany,613,Toy Grimes,1948
Singapore,839,Emil Miller,1949
Azerbaijan,385,Ms. Nikita McGlynn,1950
Belize,814,Jaylen Olson,1951
French Southern and Antarctic Territories,595,Marcelo Kub V,1952
Bermuda,64,Tyrese Goodwin,1953
Norfolk Island,989,Dr. Vernon Hirthe,1954
Poland,603,Kennith Schamberger I,1955
Czech Republic,821,Precious Feest,1956
Cook Islands,137,Ms. Ada Zieme,1957
Bahamas,61,Agustin Kris,1958
Togo,87,Rex Huels,1959
Brazil,191,Toney O'Reilly,1960
Macedonia,643,Eugene Satterfield,1961
Guyana,946,Concepcion Mertz II,1962
Croatia,542,Karl Runte,1963
Panama Canal Zone,88,Jordyn Berge,1964
U.S. Minor Outlying Islands,332,Hollis Torp,1965
Ethiopia,963,Ms. Jean O'Connell,1966
South Korea,663,Modesta Mills,1967
Oman,641,Josephine Kovacek,1968
Mauritania,272,Tressie Rau,1969
Malaysia,278,Maida Maggio,1970
Moldova,897,Lera Streich,1971
Papua New Guinea,720,Stephany Gislason,1972
Croatia,919,Jeffry Vandervort,1973
Kiribati,96,Chad Ruecker,1974
Antigua and Barbuda,488,Rashad Buckridge,1975
Croatia,563,Guy Grant I,1976
Uruguay,290,Nia Rath,1977
Slovakia,617,Jazmin Walsh,1978
Barbados,560,Marshall Effertz,1979
Turks and Caicos Islands,194,Mrs. Mohamed Gibson,1980
Saint Vincent and the Grenadines,272,Astrid Wyman,1981
British Indian Ocean Territory,194,Eli Frami,1982
Afghanistan,958,Vivienne Carter III,1983
Ukraine,857,Marielle Crona,1984
Samoa,651,Tabitha Mueller,1985
Peru,817,Dejah Vandervort,1986
Monaco,870,Monroe Gerlach,1987
Austria,859,Marlon Ondricka,1988
Sri Lanka,331,Arvilla Wiegand,1989
British Indian Ocean Territory,628,Destany Waters,1990
South Korea,178,Elisa Feest,1991
Saint Vincent and the Grenadines,915,Theresia Kuphal,1992
Panama Canal Zone,124,Jaren Goodwin,1993
Russia,726,Chaz Bartell,1994
São Tomé and Príncipe,827,Mervin Jerde,1995
British Virgin Islands,453,Cheyanne Kilback,1996
Laos,786,Dana Parisian,1997
Georgia,589,Lilliana Cassin,1998
Neutral Zone,542,Carlos Bartell,1999
Poland,138,Michaela Fisher,2000
Australia,502,Arnold Block,2001
Andorra,569,Jacinto Jones PhD,2002
Papua New Guinea,312,Troy Lehner,2003
Gambia,72,Mikayla Schmitt,2004
Greenland,508,Mr. Ally Watsica,2005
Aruba,815,Bernice Feest,2006
Monaco,377,Erika Rempel,2007
Serbia and Montenegro,797,Philip Block,2008
Dominica,439,Chauncey Wilkinson,2009
Union of Soviet Socialist Republics,496,Dolores Boehm IV,2010
Cambodia,16,Carter Dach,2011
Dominica,822,Clementina Lemke,2012
Guinea,125,Ms. Toby Stroman,2013
Solomon Islands,644,Carolyn Goldner,2014
Denmark,725,Anabelle Cronin MD,2015
Croatia,906,Everette Jerde,2016
Solomon Islands,858,Al Nikolaus,2017
Ethiopia,94,Kailyn Pfannerstill,2018
Bangladesh,814,Stanford Stark,2019
Bahamas,952,Noemi Greenfelder,2020
Libya,413,Lisandro Weimann MD,2021
New Caledonia,568,Casimer Schuppe,2022
Taiwan,554,Jeanne Swift,2023
Tajikistan,614,Mallory Beer,2024
U.S. Miscellaneous Pacific Islands,818,Dr. Clovis Aufderhar,2025
Pacific Islands Trust Territory,227,King Konopelski II,2026
United States,505,Iliana Schneider II,2027
Bolivia,893,Ivy Wintheiser,2028
Equatorial Guinea,846,Vincent Kihn IV,2029
Hungary,43,Arianna Bradtke,2030
Panama Canal Zone,162,Valentina Orn,2031
British Antarctic Territory,327,Mrs. Quinten Mertz,2032
Tanzania,21,Ms. Wava Glover,2033
Canada,121,Mr. Heloise Cummings,2034
Bahrain,870,Khalil Russel DVM,2035
Guinea,573,Nick Bergnaum,2036
Norway,618,Candida Harvey,2037
U.S. Minor Outlying Islands,354,Alfonso Nikolaus,2038
Afghanistan,12,Tom Grimes,2039
Nauru,99,Jeromy Hahn,2040
Venezuela,22,Miss Maribel Reynolds,2041
Barbados,183,Myrtice Halvorson,2042
Belize,126,Jordane Roberts,2043
People's Democratic Republic of Yemen,563,Mr. Grover Auer,2044
Switzerland,479,Abelardo Crist,2045
Netherlands Antilles,43,Granville Kris,2046
Belarus,544,Miss Celine Pollich,2047
Albania,522,Donavon Trantow,2048
Nigeria,951,Devante Ferry,2049
New Zealand,213,Nikita Bradtke,2050
Portugal,516,Maeve Raynor,2051
Togo,458,Sylvia Bartoletti,2052
Italy,997,Newton Bednar,2053
Falkland Islands,871,Scarlett Marks,2054
Guinea,418,Yvonne Auer,2055
Mozambique,269,Brendon Maggio,2056
Solomon Islands,844,Orlando Miller,2057
Bangladesh,913,Mr. Keagan Kihn,2058
Cape Verde,539,Idell Runolfsdottir DDS,2059
Serbia,860,Tristian Walker DDS,2060
Ireland,129,Bertram Maggio II,2061
Åland Islands,164,Chelsea Wisozk,2062
Comoros,155,Janessa Medhurst,2063
Svalbard and Jan Mayen,200,Mr. Nadia Hauck,2064
Norfolk Island,949,Grant Wilderman,2065
Isle of Man,654,Marilou Feest III,2066
Maldives,459,Althea Langosh,2067
Saudi Arabia,517,Kale Wolf,2068
Madagascar,22,Camryn Anderson,2069
Madagascar,488,D'angelo Treutel,2070
Togo,489,Ezra Simonis,2071
Romania,527,Holden Keeling,2072
Guatemala,484,Gaston Williamson,2073
Cook Islands,778,Parker Fisher,2074
Lithuania,337,Yvonne Kihn,2075
Czech Republic,10,Dasia Labadie IV,2076
Belize,493,Janet McGlynn PhD,2077
British Virgin Islands,729,Cleo Ward,2078
India,451,Miss Gabe Howe,2079
Belgium,324,Billy Block V,2080
South Korea,543,Arvel Mosciski,2081
Heard Island and McDonald Islands,84,Junior Leuschke,2082
People's Democratic Republic of Yemen,763,Sonny Herzog,2083
United Arab Emirates,654,Miss Caesar Metz,2084
Russia,607,Aletha Cremin,2085
Armenia,957,Edison Kreiger,2086
Jersey,42,Abigail Collier,2087
Togo,330,Mrs. Gia Wolff,2088
Iraq,219,Ruby Senger,2089
Pacific Islands Trust Territory,848,Mr. Lucile Medhurst,2090
Turkey,310,Karen Moen DDS,2091
São Tomé and Príncipe,502,Adrian Pfannerstill,2092
French Polynesia,187,Millie Wolf,2093
Mauritania,965,Billie Lehner,2094
Japan,441,Miss Nels Oberbrunner,2095
Spain,929,Bertrand Cronin,2096
Guam,445,Isidro Williamson,2097
Tonga,623,Viva Hilll MD,2098
Tokelau,749,Florian Lakin,2099
Singapore,736,Shania West,2100
Botswana,146,Mr. Leo Lind,2101
Honduras,837,Dennis Crona,2102
Chad,719,Roel Heaney,2103
Uruguay,410,Mrs. Ardith Lang,2104
Zimbabwe,841,Mr. Camylle Satterfield,2105
Italy,82,Agnes Glover Sr.,2106
Croatia,968,Wilfred Cormier,2107
Congo - Brazzaville,129,Nyasia Hackett,2108
Saint Helena,57,Sigmund Walker PhD,2109
Saint Pierre and Miquelon,22,Emmitt Turcotte,2110
Libya,908,Jacey Simonis,2111
Bulgaria,823,Easter Kulas,2112
Zambia,923,Macie Kub,2113
Ireland,376,Vivian Weber,2114
Algeria,707,Mario Batz Jr.,2115
Czech Republic,294,Kelton Senger,2116
Iraq,592,Kaitlin Welch,2117
Zimbabwe,356,Cassandre Wiza IV,2118
Liechtenstein,367,Nakia Orn,2119
Chad,433,Rosalinda Breitenberg,2120
Kiribati,282,Chase Braun,2121
United Arab Emirates,769,Salma Kreiger,2122
British Virgin Islands,529,Donald Beer,2123
Latvia,317,Laney Friesen,2124
Congo - Brazzaville,815,Florian Borer,2125
Antigua and Barbuda,633,Benny Koepp,2126
Iraq,179,Rafaela Stark,2127
Dominican Republic,98,Herminio Schamberger,2128
French Southern and Antarctic Territories,736,Hans Thompson,2129
Cambodia,424,Floy Pfeffer,2130
Libya,837,Sabryna Koepp,2131
Croatia,341,Marianne Runolfsdottir,2132
Belarus,166,Monique Rath,2133
Philippines,858,Penelope Hermann,2134
Palestinian Territories,419,Ari Ziemann,2135
Martinique,48,Jennie Jakubowski,2136
Afghanistan,799,Ms. Wilhelm Altenwerth,2137
Congo - Brazzaville,897,Roscoe Donnelly,2138
Chile,463,Ebba Koelpin,2139
Armenia,127,Fanny Baumbach,2140
Andorra,689,Aurelia Fay,2141
Iraq,138,Destany Rice,2142
Pakistan,468,Bobbie Bartoletti,2143
Hong Kong SAR China,101,Isai Schimmel,2144
Niue,875,Ms. Cathryn Mertz,2145
Uruguay,213,Minerva Ferry,2146
Guadeloupe,604,Melany Stokes,2147
Cameroon,658,Rene Lindgren,2148
Kuwait,102,Bernice Abernathy,2149
Austria,155,Dorothea Mitchell Sr.,2150
New Zealand,108,Adolfo Cronin,2151
Antarctica,582,Newell Stehr,2152
Hungary,670,Santos Shanahan,2153
Rwanda,466,Steve Lueilwitz,2154
Bulgaria,255,Ms. Nicola Bosco,2155
Norfolk Island,431,Genevieve Reichert Jr.,2156
New Zealand,678,Matteo Kling,2157
Taiwan,778,Karlee Effertz,2158
Botswana,506,Maxwell Weimann,2159
Neutral Zone,268,Nikita Powlowski,2160
U.S. Virgin Islands,701,Ayden Beatty,2161
Netherlands Antilles,655,Quinten Bahringer,2162
Ukraine,546,Markus Steuber,2163
Nepal,824,Jamal Lindgren,2164
Canada,782,Colin Herman MD,2165
Togo,843,Mr. Avis Altenwerth,2166
Zimbabwe,330,Gina Blanda,2167
Australia,498,Albin Botsford,2168
Malta,956,Michale Wilderman,2169
Iraq,722,Paige Larkin,2170
El Salvador,215,Jorge Thompson,2171
Indonesia,335,Taya Friesen,2172
